Rank,Artist,Title,Streams,Date
117,San Holo,Light,"656,636",2017-01-28
118,Drake,Sneakin’,"655,674",2017-01-28
119,Flo Rida,Cake - Challenge Version,"644,547",2017-01-28
120,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"621,439",2017-01-28
121,Rihanna,Work,"618,955",2017-01-28
122,Little Mix,Shout Out to My Ex,"617,201",2017-01-28
123,Drake,Controlla,"617,009",2017-01-28
124,Olivia Holt,History,"616,012",2017-01-28
125,Rihanna,Needed Me,"612,216",2017-01-28
126,Mike Perry,The Ocean (feat. Shy Martin),"611,670",2017-01-28
127,The Weeknd,Six Feet Under,"604,530",2017-01-28
128,FRENSHIP,Capsize,"602,928",2017-01-28
129,Rae Sremmurd,Swang,"599,193",2017-01-28
130,Andy Grammer,Fresh Eyes,"595,650",2017-01-28
131,Rihanna,Love On The Brain,"593,123",2017-01-28
132,DNCE,Cake By The Ocean,"592,487",2017-01-28
133,Migos,What The Price,"573,048",2017-01-28
134,Lukas Graham,7 Years,"569,975",2017-01-28
135,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"567,598",2017-01-28
136,Stanaj,Romantic - NOTD Remix,"567,000",2017-01-28
137,A R I Z O N A,Oceans Away,"561,550",2017-01-28
138,MØ,Final Song,"559,367",2017-01-28
139,Bruno Mars,That's What I Like,"556,981",2017-01-28
140,The Weeknd,Sidewalks,"556,012",2017-01-28
141,Lil Uzi Vert,You Was Right,"554,538",2017-01-28
142,Niall Horan,This Town,"550,199",2017-01-28
143,Ariana Grande,Into You,"542,060",2017-01-28
144,Daddy Yankee,Shaky Shaky,"540,505",2017-01-28
145,DJ Snake,Middle,"538,986",2017-01-28
146,Galantis,Love on Me,"536,055",2017-01-28
147,Post Malone,Congratulations,"533,132",2017-01-28
148,Major Lazer,Lean On (feat. MØ & DJ Snake),"528,817",2017-01-28
149,Young Thug,pick up the phone,"528,731",2017-01-28
150,Chino & Nacho,Andas En Mi Cabeza,"523,024",2017-01-28
151,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"521,939",2017-01-28
152,Lauv,The Other,"517,302",2017-01-28
153,Adele,Send My Love (To Your New Lover),"515,309",2017-01-28
154,Calum Scott,Dancing On My Own,"514,451",2017-01-28
155,Travis Scott,goosebumps,"513,596",2017-01-28
156,Jonas Blue,Fast Car,"505,478",2017-01-28
157,Big Sean,Moves,"505,280",2017-01-28
158,Migos,Brown Paper Bag,"496,494",2017-01-28
159,Enrique Iglesias,DUELE EL CORAZON,"494,655",2017-01-28
160,Gucci Mane,Both (feat. Drake),"494,613",2017-01-28
161,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack","490,792",2017-01-28
162,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","488,780",2017-01-28
163,G-Eazy,"Me, Myself & I","486,859",2017-01-28
164,Mura Masa,Love$ick,"485,967",2017-01-28
165,Migos,Big On Big,"485,872",2017-01-28
166,Adele,Hello,"480,880",2017-01-28
167,KREAM,Taped up Heart (feat. Clara Mae),"479,819",2017-01-28
168,Migos,Deadz (feat. 2 Chainz),"478,959",2017-01-28
169,Charly Black,Gyal You A Party Animal - Remix,"478,287",2017-01-28
170,The Chainsmokers,Roses,"472,346",2017-01-28
171,Milky Chance,Cocoon,"467,042",2017-01-28
172,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),"466,424",2017-01-28
173,Shawn Mendes,Stitches,"464,911",2017-01-28
174,James Blunt,Love Me Better,"458,310",2017-01-28
175,ZAYN,PILLOWTALK,"458,090",2017-01-28
176,James Bay,Let It Go,"456,879",2017-01-28
177,Maluma,Cuatro Babys,"456,164",2017-01-28
178,Flume,Never Be Like You,"455,060",2017-01-28
179,Cheat Codes,Sex,"453,840",2017-01-28
180,J. Cole,No Role Modelz,"453,426",2017-01-28
181,Don Omar,Te Quiero Pa´Mi,"452,946",2017-01-28
182,The Weeknd,The Hills,"452,404",2017-01-28
183,Farruko,Chillax (feat. Ky-Mani Marley),"452,209",2017-01-28
184,Maluma,Borro Cassette,"451,244",2017-01-28
185,Justin Bieber,What Do You Mean?,"449,793",2017-01-28
186,Future,Low Life,"445,982",2017-01-28
187,Eminem,'Till I Collapse,"444,482",2017-01-28
188,Anuel Aa,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","443,133",2017-01-28
189,Zara Larsson,Lush Life,"440,832",2017-01-28
190,La La Land Cast,"Another Day Of Sun - From ""La La Land"" Soundtrack","438,055",2017-01-28
191,Future,Used to This,"437,318",2017-01-28
192,PnB Rock,Selfish,"434,319",2017-01-28
193,Zara Larsson,Ain't My Fault,"434,121",2017-01-28
194,Migos,All Ass,"432,265",2017-01-28
195,Drake,Hotline Bling,"432,255",2017-01-28
196,Dante Klein,Let Me Hold You (Turn Me On),"431,989",2017-01-28
197,Drake,Jumpman,"431,645",2017-01-28
198,Chris Brown,Party,"431,456",2017-01-28
199,Post Malone,White Iverson,"427,939",2017-01-28
200,Passenger,Let Her Go,"427,647",2017-01-28
Rank,Artist,Title,Streams,Date
1,Ed Sheeran,Shape of You,"7,423,086",2017-01-29
2,The Chainsmokers,Paris,"4,114,373",2017-01-29
3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","3,800,351",2017-01-29
4,Ed Sheeran,Castle on the Hill,"3,489,434",2017-01-29
5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"3,450,083",2017-01-29
6,Luis Fonsi,Despacito (Featuring Daddy Yankee),"3,088,386",2017-01-29
7,The Weeknd,Starboy,"3,074,828",2017-01-29
8,Migos,Bad and Boujee (feat. Lil Uzi Vert),"2,899,366",2017-01-29
9,The Chainsmokers,Closer,"2,788,160",2017-01-29
10,James Arthur,Say You Won't Let Go,"2,671,936",2017-01-29
11,The Weeknd,I Feel It Coming,"2,654,465",2017-01-29
12,Maroon 5,Don't Wanna Know,"2,598,184",2017-01-29
13,Starley,Call On Me - Ryan Riback Extended Remix,"2,484,714",2017-01-29
14,Shakira,Chantaje (feat. Maluma),"2,470,282",2017-01-29
15,Drake,Fake Love,"2,306,167",2017-01-29
16,Steve Aoki,Just Hold On,"2,248,130",2017-01-29
17,DJ Snake,Let Me Love You,"2,236,235",2017-01-29
18,Bruno Mars,24K Magic,"2,160,868",2017-01-29
19,Machine Gun Kelly,Bad Things (with Camila Cabello),"2,077,423",2017-01-29
20,Alessia Cara,"How Far I'll Go - From ""Moana""","1,838,371",2017-01-29
21,Drake,One Dance,"1,821,972",2017-01-29
22,Ariana Grande,Side To Side,"1,774,883",2017-01-29
23,Rae Sremmurd,Black Beatles,"1,759,523",2017-01-29
24,The Vamps,All Night,"1,745,977",2017-01-29
25,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,688,511",2017-01-29
26,Martin Garrix,In the Name of Love,"1,656,342",2017-01-29
27,Alok,Hear Me Now,"1,644,187",2017-01-29
28,Martin Jensen,Solo Dance,"1,624,841",2017-01-29
29,Shawn Mendes,Mercy,"1,617,388",2017-01-29
30,Martin Garrix,Scared to Be Lonely,"1,596,202",2017-01-29
31,CNCO,Reggaetón Lento (Bailemos),"1,566,735",2017-01-29
32,Sage The Gemini,Now and Later,"1,548,165",2017-01-29
33,Robin Schulz,Shed a Light,"1,547,031",2017-01-29
34,Calvin Harris,My Way,"1,470,173",2017-01-29
35,Zara Larsson,I Would Like,"1,457,103",2017-01-29
36,John Legend,Love Me Now,"1,418,763",2017-01-29
37,Hailee Steinfeld,Starving,"1,398,755",2017-01-29
38,Migos,T-Shirt,"1,392,940",2017-01-29
39,Jon Bellion,All Time Low,"1,369,306",2017-01-29
40,Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),"1,360,505",2017-01-29
41,Alan Walker,Alone,"1,358,746",2017-01-29
42,Jonas Blue,By Your Side,"1,342,208",2017-01-29
43,Big Sean,Bounce Back,"1,328,591",2017-01-29
44,AJR,Weak,"1,286,226",2017-01-29
45,Julia Michaels,Issues,"1,279,579",2017-01-29
46,Twenty One Pilots,Heathens,"1,262,262",2017-01-29
47,Alessia Cara,Scars To Your Beautiful,"1,222,081",2017-01-29
48,The Chainsmokers,All We Know,"1,219,841",2017-01-29
49,Aminé,Caroline,"1,201,659",2017-01-29
50,Shawn Mendes,Treat You Better,"1,181,724",2017-01-29
51,J Balvin,Safari,"1,148,423",2017-01-29
52,Zion & Lennox,Otra vez (feat. J Balvin),"1,087,472",2017-01-29
53,The Chainsmokers,Don't Let Me Down,"1,074,270",2017-01-29
54,Nicky Jam,El Amante,"1,068,336",2017-01-29
55,Snakehips,Don't Leave,"1,045,723",2017-01-29
56,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","1,021,664",2017-01-29
57,Rag'n'Bone Man,Human,"1,004,073",2017-01-29
58,KYLE,iSpy (feat. Lil Yachty),"999,128",2017-01-29
59,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"980,014",2017-01-29
60,Petit Biscuit,Sunset Lover,"942,600",2017-01-29
61,DRAM,Broccoli (feat. Lil Yachty),"929,625",2017-01-29
62,Adele,Water Under the Bridge,"916,455",2017-01-29
63,Luke Christopher,Lot to Learn,"911,559",2017-01-29
64,Ricky Martin,Vente Pa' Ca,"908,049",2017-01-29
65,NEIKED,Sexual,"900,396",2017-01-29
66,Bebe Rexha,I Got You,"877,133",2017-01-29
67,Noah Cyrus,Make Me (Cry),"864,879",2017-01-29
68,Little Mix,Touch,"845,439",2017-01-29
69,Ed Sheeran,Photograph,"841,739",2017-01-29
70,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"836,064",2017-01-29
71,The Weeknd,Party Monster,"821,582",2017-01-29
72,Jax Jones,You Don't Know Me - Radio Edit,"811,767",2017-01-29
73,Nevada,The Mack,"790,317",2017-01-29
74,Sia,Cheap Thrills,"774,441",2017-01-29
75,Wisin,Vacaciones,"770,829",2017-01-29
76,Sia,The Greatest,"766,324",2017-01-29
77,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","764,355",2017-01-29
78,Hearts & Colors,Lighthouse - Andrelli Remix,"762,458",2017-01-29
79,Sean Paul,No Lie,"759,307",2017-01-29
80,Childish Gambino,Redbone,"757,336",2017-01-29
81,Twenty One Pilots,Ride,"755,540",2017-01-29
82,Calvin Harris,This Is What You Came For,"754,129",2017-01-29
83,21 Savage,X (feat. Future),"747,788",2017-01-29
84,Isaiah,It's Gotta Be You,"747,513",2017-01-29
85,Jonas Blue,Perfect Strangers,"745,573",2017-01-29
86,Desiigner,Panda,"739,499",2017-01-29
87,JP Cooper,September Song,"734,272",2017-01-29
88,Twenty One Pilots,Stressed Out,"721,546",2017-01-29
89,Ed Sheeran,Thinking out Loud,"713,186",2017-01-29
90,Piso 21,Me Llamas (feat. Maluma) - Remix,"712,666",2017-01-29
91,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"709,615",2017-01-29
92,Alan Walker,Faded,"707,499",2017-01-29
93,Drake,Too Good,"707,211",2017-01-29
94,Carlos Vives,La Bicicleta,"704,695",2017-01-29
95,Ozuna,Dile Que Tu Me Quieres,"701,984",2017-01-29
96,J. Cole,Deja Vu,"701,363",2017-01-29
97,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"699,659",2017-01-29
98,Sebastian Yatra,Traicionera,"684,153",2017-01-29
99,Justin Bieber,Sorry,"679,965",2017-01-29
100,Migos,Kelly Price (feat. Travis Scott),"678,589",2017-01-29
101,Bruno Mars,Versace on the Floor,"678,211",2017-01-29
102,gnash,"i hate u, i love u (feat. olivia o'brien)","676,377",2017-01-29
103,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","662,624",2017-01-29
104,Zara Larsson,So Good (feat. Ty Dolla $ign),"660,884",2017-01-29
105,Migos,Call Casting,"660,281",2017-01-29
106,Justin Bieber,Love Yourself,"658,436",2017-01-29
107,G-Eazy,Some Kind Of Drug,"651,411",2017-01-29
108,21 Savage,No Heart,"648,961",2017-01-29
109,Rob $tone,Chill Bill,"648,928",2017-01-29
110,Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),"642,967",2017-01-29
111,Migos,Get Right Witcha,"625,199",2017-01-29
112,Flo Rida,Cake - Challenge Version,"625,129",2017-01-29
113,Drake,Sneakin’,"623,432",2017-01-29
114,Little Mix,Shout Out to My Ex,"613,038",2017-01-29
115,Coldplay,Hymn for the Weekend - Seeb Remix,"611,798",2017-01-29
116,San Holo,Light,"609,767",2017-01-29
117,Rihanna,Work,"606,703",2017-01-29
118,Drake,Controlla,"606,408",2017-01-29
119,Migos,Slippery (feat. Gucci Mane),"604,101",2017-01-29
120,Mike Perry,The Ocean (feat. Shy Martin),"599,271",2017-01-29
121,The Chainsmokers,Setting Fires,"598,631",2017-01-29
122,Olivia Holt,History,"596,814",2017-01-29
123,Rae Sremmurd,Swang,"593,365",2017-01-29
124,Rihanna,Needed Me,"593,204",2017-01-29
125,Daddy Yankee,Shaky Shaky,"586,700",2017-01-29
126,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"584,874",2017-01-29
127,DVBBS,Not Going Home,"584,551",2017-01-29
128,FRENSHIP,Capsize,"583,121",2017-01-29
129,Andy Grammer,Fresh Eyes,"575,981",2017-01-29
130,DNCE,Cake By The Ocean,"569,951",2017-01-29
131,Rihanna,Love On The Brain,"558,534",2017-01-29
132,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"553,340",2017-01-29
133,Galantis,Love on Me,"552,617",2017-01-29
134,Lukas Graham,7 Years,"552,235",2017-01-29
135,A R I Z O N A,Oceans Away,"543,442",2017-01-29
136,Chino & Nacho,Andas En Mi Cabeza,"538,752",2017-01-29
137,The Weeknd,Six Feet Under,"538,348",2017-01-29
138,Niall Horan,This Town,"537,470",2017-01-29
139,Bruno Mars,That's What I Like,"531,491",2017-01-29
140,Ariana Grande,Into You,"525,767",2017-01-29
141,Stanaj,Romantic - NOTD Remix,"525,492",2017-01-29
142,MØ,Final Song,"525,182",2017-01-29
143,Young Thug,pick up the phone,"523,029",2017-01-29
144,DJ Snake,Middle,"513,090",2017-01-29
145,Charly Black,Gyal You A Party Animal - Remix,"512,827",2017-01-29
146,Major Lazer,Lean On (feat. MØ & DJ Snake),"512,382",2017-01-29
147,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),"511,561",2017-01-29
148,The Weeknd,Sidewalks,"509,939",2017-01-29
149,Jonas Blue,Fast Car,"505,057",2017-01-29
150,Enrique Iglesias,DUELE EL CORAZON,"502,384",2017-01-29
151,Anuel Aa,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","498,983",2017-01-29
152,Migos,Culture (feat. DJ Khaled),"494,122",2017-01-29
153,Lil Uzi Vert,You Was Right,"491,279",2017-01-29
154,Post Malone,Congratulations,"490,077",2017-01-29
155,Travis Scott,goosebumps,"490,028",2017-01-29
156,Lauv,The Other,"488,434",2017-01-29
157,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"487,847",2017-01-29
158,Big Sean,Moves,"486,016",2017-01-29
159,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack","485,631",2017-01-29
160,Adele,Send My Love (To Your New Lover),"483,743",2017-01-29
161,Don Omar,Te Quiero Pa´Mi,"479,273",2017-01-29
162,Maluma,Borro Cassette,"479,177",2017-01-29
163,Calum Scott,Dancing On My Own,"477,900",2017-01-29
164,Mura Masa,Love$ick,"474,283",2017-01-29
165,Farruko,Chillax (feat. Ky-Mani Marley),"472,021",2017-01-29
166,G-Eazy,"Me, Myself & I","468,079",2017-01-29
167,Maluma,Cuatro Babys,"466,640",2017-01-29
168,Gucci Mane,Both (feat. Drake),"465,471",2017-01-29
169,Adele,Hello,"462,530",2017-01-29
170,Milky Chance,Cocoon,"461,574",2017-01-29
171,Migos,What The Price,"458,990",2017-01-29
172,Shawn Mendes,Stitches,"455,592",2017-01-29
173,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","454,824",2017-01-29
174,Cheat Codes,Sex,"453,574",2017-01-29
175,KREAM,Taped up Heart (feat. Clara Mae),"451,999",2017-01-29
176,ZAYN,PILLOWTALK,"450,201",2017-01-29
177,The Chainsmokers,Roses,"449,652",2017-01-29
178,Migos,Brown Paper Bag,"440,826",2017-01-29
179,Justin Bieber,What Do You Mean?,"439,997",2017-01-29
180,The Weeknd,The Hills,"430,843",2017-01-29
181,Drake,Hotline Bling,"429,151",2017-01-29
182,J. Cole,No Role Modelz,"428,222",2017-01-29
183,James Bay,Let It Go,"427,206",2017-01-29
184,Future,Used to This,"426,070",2017-01-29
185,Future,Low Life,"426,063",2017-01-29
186,Flume,Never Be Like You,"422,937",2017-01-29
187,Cosculluela,Manicomio,"421,553",2017-01-29
188,Drake,Jumpman,"420,804",2017-01-29
189,Zara Larsson,Ain't My Fault,"420,765",2017-01-29
190,La La Land Cast,"Another Day Of Sun - From ""La La Land"" Soundtrack","419,692",2017-01-29
191,Zara Larsson,Lush Life,"415,467",2017-01-29
192,MC G15,Deu Onda,"412,891",2017-01-29
193,Chris Brown,Party,"412,310",2017-01-29
194,Sebastian Yatra,Traicionera - Remix,"408,379",2017-01-29
195,Passenger,Let Her Go,"407,936",2017-01-29
196,Dante Klein,Let Me Hold You (Turn Me On),"404,902",2017-01-29
197,Galantis,No Money,"400,893",2017-01-29
198,Eminem,'Till I Collapse,"400,564",2017-01-29
199,John Legend,All of Me,"398,517",2017-01-29
200,Sia,The Greatest,"395,300",2017-01-29
Rank,Artist,Title,Streams,Date
1,Ed Sheeran,Shape of You,"6,539,160",2017-01-30
2,The Chainsmokers,Paris,"3,624,414",2017-01-30
3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","3,383,307",2017-01-30
4,Ed Sheeran,Castle on the Hill,"3,088,678",2017-01-30
5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"2,876,411",2017-01-30
6,Luis Fonsi,Despacito (Featuring Daddy Yankee),"2,677,707",2017-01-30
7,The Weeknd,Starboy,"2,606,236",2017-01-30
8,Migos,Bad and Boujee (feat. Lil Uzi Vert),"2,492,224",2017-01-30
9,James Arthur,Say You Won't Let Go,"2,455,654",2017-01-30
10,The Chainsmokers,Closer,"2,415,544",2017-01-30
11,The Weeknd,I Feel It Coming,"2,267,243",2017-01-30
12,Maroon 5,Don't Wanna Know,"2,223,604",2017-01-30
13,Starley,Call On Me - Ryan Riback Extended Remix,"2,098,449",2017-01-30
14,Shakira,Chantaje (feat. Maluma),"2,095,403",2017-01-30
15,Drake,Fake Love,"2,015,805",2017-01-30
16,Steve Aoki,Just Hold On,"1,922,708",2017-01-30
17,DJ Snake,Let Me Love You,"1,901,719",2017-01-30
18,Machine Gun Kelly,Bad Things (with Camila Cabello),"1,866,532",2017-01-30
19,Bruno Mars,24K Magic,"1,824,858",2017-01-30
20,Alessia Cara,"How Far I'll Go - From ""Moana""","1,682,609",2017-01-30
21,Drake,One Dance,"1,570,325",2017-01-30
22,Ariana Grande,Side To Side,"1,536,981",2017-01-30
23,The Vamps,All Night,"1,529,197",2017-01-30
24,Rae Sremmurd,Black Beatles,"1,505,133",2017-01-30
25,Martin Garrix,Scared to Be Lonely,"1,501,966",2017-01-30
26,Shawn Mendes,Mercy,"1,462,549",2017-01-30
27,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,454,958",2017-01-30
28,Martin Garrix,In the Name of Love,"1,436,659",2017-01-30
29,Alok,Hear Me Now,"1,387,509",2017-01-30
30,Martin Jensen,Solo Dance,"1,379,468",2017-01-30
31,CNCO,Reggaetón Lento (Bailemos),"1,343,797",2017-01-30
32,Sage The Gemini,Now and Later,"1,319,736",2017-01-30
33,Robin Schulz,Shed a Light,"1,313,655",2017-01-30
34,Jon Bellion,All Time Low,"1,271,111",2017-01-30
35,John Legend,Love Me Now,"1,269,350",2017-01-30
36,Hailee Steinfeld,Starving,"1,261,126",2017-01-30
37,Zara Larsson,I Would Like,"1,248,679",2017-01-30
38,Migos,T-Shirt,"1,226,135",2017-01-30
39,Calvin Harris,My Way,"1,218,803",2017-01-30
40,Big Sean,Bounce Back,"1,193,275",2017-01-30
41,Julia Michaels,Issues,"1,191,575",2017-01-30
42,Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),"1,188,522",2017-01-30
43,AJR,Weak,"1,171,458",2017-01-30
44,Alan Walker,Alone,"1,147,708",2017-01-30
45,Twenty One Pilots,Heathens,"1,098,818",2017-01-30
46,Aminé,Caroline,"1,087,573",2017-01-30
47,Jonas Blue,By Your Side,"1,070,651",2017-01-30
48,The Chainsmokers,All We Know,"1,061,743",2017-01-30
49,Alessia Cara,Scars To Your Beautiful,"1,061,563",2017-01-30
50,Shawn Mendes,Treat You Better,"1,055,570",2017-01-30
51,Snakehips,Don't Leave,"945,702",2017-01-30
52,J Balvin,Safari,"943,295",2017-01-30
53,Nicky Jam,El Amante,"927,603",2017-01-30
54,Zion & Lennox,Otra vez (feat. J Balvin),"922,250",2017-01-30
55,KYLE,iSpy (feat. Lil Yachty),"916,725",2017-01-30
56,The Chainsmokers,Don't Let Me Down,"892,158",2017-01-30
57,Rag'n'Bone Man,Human,"854,021",2017-01-30
58,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","853,301",2017-01-30
59,Petit Biscuit,Sunset Lover,"833,474",2017-01-30
60,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"832,783",2017-01-30
61,DRAM,Broccoli (feat. Lil Yachty),"832,300",2017-01-30
62,Luke Christopher,Lot to Learn,"823,161",2017-01-30
63,Adele,Water Under the Bridge,"817,480",2017-01-30
64,Noah Cyrus,Make Me (Cry),"793,238",2017-01-30
65,Ed Sheeran,Photograph,"790,703",2017-01-30
66,Bebe Rexha,I Got You,"785,583",2017-01-30
67,Ricky Martin,Vente Pa' Ca,"769,972",2017-01-30
68,NEIKED,Sexual,"750,781",2017-01-30
69,Little Mix,Touch,"730,053",2017-01-30
70,The Weeknd,Party Monster,"727,918",2017-01-30
71,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"718,489",2017-01-30
72,Isaiah,It's Gotta Be You,"702,814",2017-01-30
73,Childish Gambino,Redbone,"689,612",2017-01-30
74,Hearts & Colors,Lighthouse - Andrelli Remix,"679,563",2017-01-30
75,Twenty One Pilots,Ride,"671,780",2017-01-30
76,Ed Sheeran,Thinking out Loud,"668,780",2017-01-30
77,Jax Jones,You Don't Know Me - Radio Edit,"665,926",2017-01-30
78,21 Savage,X (feat. Future),"664,138",2017-01-30
79,Wisin,Vacaciones,"657,832",2017-01-30
80,Bruno Mars,Versace on the Floor,"656,304",2017-01-30
81,Sia,Cheap Thrills,"654,294",2017-01-30
82,Jonas Blue,Perfect Strangers,"648,151",2017-01-30
83,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","647,699",2017-01-30
84,Twenty One Pilots,Stressed Out,"640,004",2017-01-30
85,gnash,"i hate u, i love u (feat. olivia o'brien)","636,596",2017-01-30
86,Calvin Harris,This Is What You Came For,"633,472",2017-01-30
87,Alan Walker,Faded,"632,163",2017-01-30
88,Nevada,The Mack,"630,868",2017-01-30
89,J. Cole,Deja Vu,"630,281",2017-01-30
90,Desiigner,Panda,"629,092",2017-01-30
91,JP Cooper,September Song,"629,025",2017-01-30
92,Sia,The Greatest,"628,935",2017-01-30
93,Drake,Too Good,"625,811",2017-01-30
94,Sean Paul,No Lie,"624,904",2017-01-30
95,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"605,147",2017-01-30
96,G-Eazy,Some Kind Of Drug,"603,953",2017-01-30
97,Ozuna,Dile Que Tu Me Quieres,"603,527",2017-01-30
98,Carlos Vives,La Bicicleta,"601,730",2017-01-30
99,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"600,773",2017-01-30
100,Piso 21,Me Llamas (feat. Maluma) - Remix,"599,534",2017-01-30
101,Justin Bieber,Love Yourself,"589,536",2017-01-30
102,Sebastian Yatra,Traicionera,"586,795",2017-01-30
103,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","583,395",2017-01-30
104,21 Savage,No Heart,"583,006",2017-01-30
105,Rob $tone,Chill Bill,"581,155",2017-01-30
106,Olivia Holt,History,"575,569",2017-01-30
107,Justin Bieber,Sorry,"570,591",2017-01-30
108,Drake,Sneakin’,"565,264",2017-01-30
109,Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),"563,748",2017-01-30
110,Migos,Kelly Price (feat. Travis Scott),"562,114",2017-01-30
111,Flo Rida,Cake - Challenge Version,"558,565",2017-01-30
112,DVBBS,Not Going Home,"557,025",2017-01-30
113,Little Mix,Shout Out to My Ex,"549,374",2017-01-30
114,Drake,Controlla,"546,944",2017-01-30
115,Andy Grammer,Fresh Eyes,"544,868",2017-01-30
116,Zara Larsson,So Good (feat. Ty Dolla $ign),"542,062",2017-01-30
117,San Holo,Light,"540,842",2017-01-30
118,Rae Sremmurd,Swang,"538,863",2017-01-30
119,Rihanna,Needed Me,"536,636",2017-01-30
120,Mike Perry,The Ocean (feat. Shy Martin),"530,819",2017-01-30
121,Migos,Call Casting,"528,971",2017-01-30
122,Niall Horan,This Town,"528,496",2017-01-30
123,The Chainsmokers,Setting Fires,"525,126",2017-01-30
124,Rihanna,Work,"523,991",2017-01-30
125,FRENSHIP,Capsize,"522,182",2017-01-30
126,Coldplay,Hymn for the Weekend - Seeb Remix,"518,783",2017-01-30
127,Rihanna,Love On The Brain,"513,201",2017-01-30
128,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack","511,216",2017-01-30
129,Daddy Yankee,Shaky Shaky,"509,464",2017-01-30
130,Lukas Graham,7 Years,"502,929",2017-01-30
131,Migos,Get Right Witcha,"495,833",2017-01-30
132,Migos,Slippery (feat. Gucci Mane),"493,770",2017-01-30
133,Bruno Mars,That's What I Like,"493,461",2017-01-30
134,DNCE,Cake By The Ocean,"490,736",2017-01-30
135,A R I Z O N A,Oceans Away,"483,759",2017-01-30
136,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"483,130",2017-01-30
137,Stanaj,Romantic - NOTD Remix,"481,641",2017-01-30
138,The Weeknd,Six Feet Under,"471,437",2017-01-30
139,Ariana Grande,Into You,"468,593",2017-01-30
140,Lauv,The Other,"467,381",2017-01-30
141,Young Thug,pick up the phone,"465,195",2017-01-30
142,The Weeknd,Sidewalks,"463,687",2017-01-30
143,Post Malone,Congratulations,"463,330",2017-01-30
144,Galantis,Love on Me,"462,900",2017-01-30
145,Chino & Nacho,Andas En Mi Cabeza,"460,769",2017-01-30
146,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"457,724",2017-01-30
147,DJ Snake,Middle,"455,431",2017-01-30
148,Calum Scott,Dancing On My Own,"452,084",2017-01-30
149,Travis Scott,goosebumps,"450,988",2017-01-30
150,MØ,Final Song,"441,937",2017-01-30
151,Gucci Mane,Both (feat. Drake),"439,393",2017-01-30
152,Major Lazer,Lean On (feat. MØ & DJ Snake),"439,019",2017-01-30
153,Big Sean,Moves,"438,997",2017-01-30
154,Anuel Aa,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","438,896",2017-01-30
